ID,Approved
APPA70109647212,0.27540260553359985
APPB10687939341,0.27556657791137695
APPC80449411414,0.0021126228384673595
APPD30665094501,0.00137328973505646
APPE80379821637,0.11845448613166809
APPF90611935733,0.002612485084682703
APPG20993415813,0.46378257870674133
APPH30656456927,0.14039845764636993
APPI70297912043,0.2518274486064911
APPJ50119937105,0.47294706106185913
APPK30106042233,0.00369070447050035
APPL40962417345,0.12691648304462433
APPM90265624408,0.00100642628967762
APPN80816878501,0.29631921648979187
APPO80036467625,0.002615235047414899
APPP70300016724,0.2933197617530823
APPQ20714935844,0.4444863796234131
APPR10725816917,0.26855021715164185
APPT80995817106,0.001684615621343255
APPU10455032232,0.13195939362049103
APPV20523998348,0.0014490745961666107
APPW70096327441,0.0043866620399057865
APPX50146048546,0.2197250872850418
APPY80200205609,0.2318018078804016
APPZ70268239711,0.4420079290866852
APPB10908859928,0.2789657413959503
APPC60646419006,0.0014600004069507122
APPD70986505145,0.004130735527724028
APPE40974536227,0.0025556660257279873
APPF80212605331,0.3058772683143616
APPG70118514422,0.16091932356357574
APPH60330147508,0.002466426929458976
APPI70857836611,0.1036415547132492
APPL20333186904,0.4194445312023163
APPM70580221014,0.07603667676448822
APPN30606238135,0.44416385889053345
APPQ60782014415,0.46798521280288696
APPT80140966721,0.39141157269477844
APPU80930365832,0.0014514080248773098
APPV80124518928,0.0012623638613149524
APPW90476067036,0.002096138894557953
APPX90531514107,0.3386536240577698
APPY80613652222,0.32275426387786865
APPA60775566448,0.3001894950866699
APPC70771774625,0.3686710298061371
APPF80168055929,0.10731709748506546
APPG50757073027,0.4074620008468628
APPH30859115106,0.16672742366790771
APPJ10885387332,0.4501742124557495
APPK40949346408,0.40393728017807007
APPL60776142522,0.5105224251747131
APPN50729023734,0.0038731726817786694
APPP70407207923,0.3843773603439331
APPR40227782118,0.598425030708313
APPV80504514517,0.07472428679466248
APPW80566048613,0.0012626763200387359
APPX80187469727,0.17913615703582764
APPZ30260508907,0.1196015328168869
APPA50518171015,0.45507293939590454
APPB40882474103,0.05934959650039673
APPC60427976226,0.27859729528427124
APPD90513037337,0.44093215465545654
APPG50800243623,0.5220613479614258
APPH10433332748,0.2879607677459717
APPI40348921805,0.08997491002082825
APPJ80439618906,0.0008834794862195849
APPK30634359001,0.0014980066334828734
APPL40047305118,0.5057727694511414
APPM70985326241,0.0018233738373965025
APPN20760216327,0.13898956775665283
APPO10519239445,0.272714227437973
APPP70822536506,0.1911214292049408
APPQ10182368643,0.12490299344062805
APPR30764178704,0.052618153393268585
APPS60446465843,0.23692581057548523
APPT20264132924,0.0033268260303884745
APPV90184745108,0.1408606916666031
APPX70050373318,0.0031737193930894136
APPY80240353432,0.23142948746681213
APPZ80848953507,0.13373832404613495
APPD10500401933,0.14786536991596222
APPE10200701029,0.2880535125732422
APPF90094523116,0.12558399140834808
APPG60519369247,0.40476101636886597
APPH70673564343,0.002093318849802017
APPI10312387415,0.26700112223625183
APPJ20310967521,0.21447230875492096
APPK80886344639,0.15667204558849335
APPM60863037811,0.3194287419319153
APPN50560289924,0.4291122555732727
APPO70832217022,0.2255263328552246
APPP60583131103,0.4443381726741791
APPR30748409317,0.12101207673549652
APPS10305693407,0.006294504273682833
APPT10792153527,0.1115095391869545
APPU80979985636,0.1506115198135376
APPW90127018832,0.3067156970500946
APPX40629447906,0.428083211183548
APPZ20101292145,0.1889721006155014
APPB10848417338,0.14545540511608124
APPC40239663433,0.2827015817165375
APPD20097051518,0.4766225814819336
APPE50963262622,0.2217840552330017
APPF90075697702,0.4802919328212738
APPH10711077908,0.1907559633255005
APPI90021288035,0.0006272838800214231
APPJ80748148121,0.001238037715665996
APPK10288641218,0.10884416103363037
APPL90732086337,0.0735449269413948
APPM70990842401,0.353180855512619
APPN80617857512,0.002510822145268321
APPO50383745617,0.001502549508586526
APPP60172178734,0.0025153725873678923
APPR10764977942,0.5580483675003052
APPT10480648139,0.31431150436401367
APPU60453258232,0.20449461042881012
APPX90855367529,0.3717622756958008
APPY50250927615,0.0023300007451325655
APPZ70422039734,0.24494031071662903
APPA30393886847,0.3219223618507385
APPB50127764908,0.009212200529873371
APPC10119469018,0.23072028160095215
APPD90858748146,0.001608463586308062
APPE30664988236,0.4243473410606384
APPF20625877301,0.2556246221065521
APPH30151345509,0.11272770166397095
APPI50441679612,0.0012754411436617374
APPJ30361269731,0.47152912616729736
APPL80614874904,0.0013784279581159353
APPM50228117025,0.28819361329078674
APPN70012683119,0.22831551730632782
APPO90770468211,0.2395695447921753
APPP10156766334,0.1849147230386734
APPQ40631778427,0.0022801198065280914
APPR70506299542,0.18748678267002106
APPS70665146644,0.3789939284324646
APPT70349004743,0.2658190429210663
APPU30993402848,0.13408014178276062
APPW20622431049,0.00253959558904171
APPY20361501233,0.3572579324245453
APPZ10238963306,0.2674734592437744
APPA30874904437,0.04975327104330063
APPB80692747529,0.23203271627426147
APPC30041629643,0.0021691452711820602
APPD30315929734,0.32098644971847534
APPE10332383835,0.0021456279791891575
APPF50037929916,0.38493257761001587
APPG10834503041,0.3910011947154999
APPH40967627122,0.2598150372505188
APPI70312298206,0.003463177476078272
APPJ70743728327,0.10951445996761322
APPK30679331423,0.4329122006893158
APPL60294817522,0.002726532518863678
APPM80605571641,0.05468598008155823
APPO70732754849,0.35637497901916504
APPR90083345128,0.3484991788864136
APPS40024724225,0.0014373351586982608
APPT10406402302,0.4644184410572052
APPU60142311444,0.29845523834228516
APPX40155362702,0.08239481598138809
APPY80690085843,0.3351541757583618
APPZ20729429941,0.0023048126604408026
APPA30531058029,0.5741310715675354
APPB80250096128,0.0037054182030260563
APPC40216184236,0.14152181148529053
APPE30598585445,0.04854877293109894
APPF10464165547,0.0025510694831609726
APPG20162638632,0.4777863025665283
APPH90167759721,0.22047656774520874
APPK10401968049,0.08449441939592361
APPL80146029119,0.001794150797650218
APPM80613619234,0.1251123994588852
APPN70433746315,0.0015971880638971925
APPQ50809898611,0.36385875940322876
APPR30401199701,0.4267722964286804
APPT30401057907,0.0020590713247656822
APPU40338646029,0.19437381625175476
APPV90359067103,0.27495241165161133
APPW10851598244,0.2431560605764389
APPX40611544343,0.002289842115715146
APPZ50667726527,0.30806463956832886
APPA60969495628,0.24601472914218903
APPB10846839717,0.0026132778730243444
APPD70004475949,0.003269638167694211
APPE10769524014,0.3210868835449219
APPF20373584102,0.12613502144813538
APPG80309102235,0.4919079840183258
APPH70805423317,0.3578765392303467
APPI30449607434,0.30290815234184265
APPK40305944614,0.3982042372226715
APPM80631303825,0.21177388727664948
APPN30539354908,0.002294901292771101
APPO30398314007,0.4855353832244873
APPP10295059142,0.39781588315963745
APPQ40182527233,0.3700319826602936
APPR30592087313,0.0029804545920342207
APPS10451308445,0.36336809396743774
APPT20436718504,0.0023937781807035208
APPV10000594728,0.16318263113498688
APPW70591476837,0.5231716632843018
APPX90545539932,0.07504002004861832
APPZ20555868104,0.4882544279098511
APPB50601165302,0.4225940406322479
APPC20734091446,0.3299545645713806
APPD30922661508,0.0024401964619755745
APPG30388623817,0.259324312210083
APPI50436511029,0.11982123553752899
APPK40504961223,0.1665351241827011
APPL10249834346,0.00459809647873044
APPM10566295434,0.14223897457122803
APPN20971698507,0.05689232051372528
APPQ40557318821,0.10594028979539871
APPR10411907921,0.09070215374231339
APPS60110651012,0.18147404491901398
APPT90980498131,0.48220688104629517
APPU30110017218,0.3482866585254669
APPW20800678439,0.12200293689966202
APPY20781789607,0.002126232022419572
APPA50891789808,0.18799422681331635
APPB30105755939,0.06118128076195717
APPC10078523014,0.1900826096534729
APPD10297832113,0.17119643092155457
APPF10931767336,0.006148751359432936
APPG80133423412,0.2824251055717468
APPH30423329507,0.14715059101581573
APPI70671544622,0.045548200607299805
APPJ70709397705,0.0024109981022775173
APPK30507806814,0.30924758315086365
APPL20563609928,0.0024109981022775173
APPN60526055126,0.0007261389400810003
APPO60496324234,0.0015029788482934237
APPP90372528312,0.4982793927192688
APPQ50563508447,0.0030387279111891985
APPR60834219523,0.5552383661270142
APPS90066401613,0.1007532849907875
APPT60413282714,0.3257998824119568
APPU80357653811,0.15061120688915253
APPV50558107929,0.4126731753349304
APPW80305276026,0.30593714118003845
APPX40140715111,0.019321618601679802
APPY80579525228,0.3150308430194855
APPA60414888433,0.3137015700340271
APPB90587842501,0.366747111082077
APPC40254714615,0.4758738577365875
APPD90427937716,0.13873730599880219
APPE40482289843,0.16611452400684357
APPF90606858947,0.34990230202674866
APPG20179041024,0.4572257399559021
APPH10099261128,0.4430004954338074
APPI80998283208,0.23639267683029175
APPJ50706714349,0.003145553171634674
APPK60768689411,0.14399684965610504
APPL60280043529,0.3298529088497162
APPM30351953604,0.002072483766824007
APPN40064845722,0.0016784955514594913
APPO80082812849,0.11065373569726944
APPP40129305907,0.1393164098262787
APPR70479248144,0.327618271112442
APPS30106692249,0.524231493473053
APPT70183535323,0.27744659781455994
APPV30072491521,0.17690759897232056
APPW90317034634,0.3070281445980072
APPX10590833748,0.1545899212360382
APPZ50321995912,0.2136898934841156
APPC20846683233,0.0019635818898677826
APPD30035557339,0.002058129059150815
APPE60995955439,0.002258588094264269
APPF40348771514,0.47595134377479553
APPG60525674638,0.07224617898464203
APPI60914532813,0.5138673186302185
APPJ50135705908,0.4386172294616699
APPK80834239033,0.3428966701030731
APPL30367787124,0.011254890821874142
APPM50365154243,0.23900364339351654
APPN60371739317,0.3355880081653595
APPO90778031432,0.5494019985198975
APPP10865119541,0.1970987766981125
APPR60514036704,0.2952895164489746
APPS30033507847,0.0009942803299054503
APPU80509074044,0.14162790775299072
APPV50034531107,0.14018796384334564
APPW70561238232,0.0018331956816837192
APPX20526775327,0.38668641448020935
APPY20169747403,0.38359516859054565
APPZ30470877547,0.1859423816204071
APPA90185538648,0.32412686944007874
APPB60274853705,0.18168556690216064
APPC50411636801,0.5438406467437744
APPD80328934945,0.36807408928871155
APPE10454749046,0.12038350850343704
APPF20010751138,0.0017844414105638862
APPG60276348205,0.5252535939216614
APPH60664183321,0.5187327265739441
APPL20765168747,0.0009609446278773248
APPM20147299813,0.4061264097690582
APPN40249546913,0.3783368766307831
APPO20189822007,0.11995470523834229
APPP30921307109,0.001992023317143321
APPQ30597277245,0.009213216602802277
APPS30996555403,0.4796796441078186
APPU10700307616,0.0022485041990876198
APPV60265399723,0.0010608715238049626
APPW70585071834,0.14965222775936127
APPX70561392933,0.0019103874219581485
APPY40565011007,0.0022730110213160515
APPZ40098878108,0.04158433526754379
APPA90060573227,0.0023083514533936977
APPB70442734319,0.20954158902168274
APPC90770072447,0.003227734938263893
APPD30486092544,0.40118154883384705
APPE10311022607,0.0026609895285218954
APPF60631085717,0.0021046875044703484
APPH30090413902,0.12015946954488754
APPI70634288016,0.3933503031730652
APPJ90523144107,0.13027486205101013
APPK90851579202,0.25538313388824463
APPL50238334324,0.0016538586933165789
APPM40451325417,0.09605497866868973
APPN90929804518,0.3044605255126953
APPO60090588603,0.3148682713508606
APPP10007148712,0.002751632360741496
APPR30909888915,0.43264642357826233
APPS20728482014,0.03132358938455582
APPT90977075101,0.4197425842285156
APPU70624065235,0.39328864216804504
APPV80263885346,0.3033767640590668
APPW30836935416,0.3724713921546936
APPX10532151548,0.3156105577945709
APPZ40286609738,0.5062628984451294
APPB40188979941,0.005763049237430096
APPC90796515024,0.3551892042160034
APPD40803081115,0.002490565413609147
APPE30694295241,0.07676054537296295
APPG30216561448,0.0034882028121501207
APPI30712489617,0.21733476221561432
APPJ10278243703,0.25614121556282043
APPK80277621846,0.59671550989151
APPL80078362905,0.1499471664428711
APPO60098103209,0.3199293613433838
APPP60023927349,0.15689778327941895
APPQ30612604402,0.3011205792427063
APPS60320313627,0.16786441206932068
APPT70534587715,0.0017815657192841172
APPU90780836829,0.3480260372161865
APPV60622819917,0.18958605825901031
APPW70434264005,0.3381669521331787
APPX20729451101,0.002502103801816702
APPY30046504231,0.3575442433357239
APPZ80350479313,0.151258185505867
APPA80096183429,0.1266484260559082
APPB70273443505,0.4740390479564667
APPE50142203809,0.3869479298591614
APPF10034408943,0.1610548198223114
APPH90511677131,0.17652346193790436
APPI30546095229,0.0015041567385196686
APPJ80416595345,0.070597343146801
APPK90285872443,0.29884645342826843
APPL60953579512,0.16745977103710175
APPM20644925619,0.10175546258687973
APPN20225869714,0.001761891762726009
APPP90991305913,0.2996279299259186
APPQ70050552026,0.3178253769874573
APPR60767582147,0.0023227694910019636
APPT70410545308,0.0031727440655231476
APPU10135235412,0.054828088730573654
APPW10606832628,0.3161105513572693
APPX60227485706,0.10284092277288437
APPY90764876839,0.0015634536975994706
APPZ20628084928,0.0012405328452587128
APPA80547519048,0.41520029306411743
APPB20703102133,0.41488564014434814
APPC90727362248,0.378220796585083
APPD20670011304,0.30309683084487915
APPE60844191408,0.07862839102745056
APPF30948581526,0.1761537790298462
APPG60202918616,0.33319032192230225
APPH40712615721,0.0019188617588952184
APPI10123409842,0.0012955475831404328
APPL30082033114,0.13233844935894012
APPO60813926409,0.25151801109313965
APPQ80765126647,0.19844239950180054
APPS30481303817,0.003876741509884596
APPT50402483936,0.4082799255847931
APPU40449068016,0.519992470741272
APPV90997847138,0.31330692768096924
APPW30766041243,0.0029644109308719635
APPX50585681323,0.45384693145751953
APPZ50469333546,0.0013160103699192405
APPA50959811611,0.07979002594947815
APPB70963575742,0.24135513603687286
APPC40538253839,0.0021323184482753277
APPD70917584927,0.5522374510765076
APPE30737089003,0.13406133651733398
APPF10850926136,0.10959431529045105
APPG90248489235,0.3748243451118469
APPH90860947347,0.312888503074646
APPI30734581444,0.2794162333011627
APPJ70071568525,0.25827205181121826
APPK30063345602,0.25950103998184204
APPL90511325735,0.28627315163612366
APPM40335888826,0.1622956544160843
APPN40298397941,0.4785539209842682
APPO80337469005,0.0013383571058511734
APPP30205342136,0.39543622732162476
APPQ50283384214,0.2834220826625824
APPR60598764318,0.3454324007034302
APPS20640034406,0.20121842622756958
APPT90434682534,0.002401540754362941
APPU70260393644,0.5504071712493896
APPV50716587732,0.3598053753376007
APPW10401854821,0.2953081727027893
APPX20748215949,0.11697457730770111
APPY80151839018,0.47184693813323975
APPZ20847918104,0.30881667137145996
APPA40955069224,0.229746475815773
APPB90344945306,0.3448101580142975
APPC50897719435,0.0009099019807763398
APPD50349215529,0.16625657677650452
APPE70565133611,0.15919247269630432
APPG50350411819,0.002794574247673154
APPH20483931906,0.22831781208515167
APPI50849415049,0.3977591395378113
APPK20493991213,0.0019350609509274364
APPN50273626514,0.0023782539647072554
APPO30358993611,0.2719985544681549
APPP50812246721,0.0009106656652875245
APPQ90569518805,0.233307883143425
APPT50959734121,0.4877545237541199
APPU30391605237,0.4820069670677185
APPV10348801322,0.20812641084194183
APPW50845645427,0.22867360711097717
APPX40979259506,0.002393485978245735
APPY50204128621,0.28642380237579346
APPA60880974809,0.0021650101989507675
APPB20886378947,0.15464462339878082
APPC30956683003,0.480771005153656
APPE10435608217,0.45597875118255615
APPF20103964341,0.44628477096557617
APPG30196114449,0.29174506664276123
APPH50862821513,0.0022320598363876343
APPI10377217633,0.23252324759960175
APPJ40318634703,0.5285118818283081
APPM50493632023,0.4765722155570984
APPN70135738135,0.01660456880927086
APPO30500359204,0.12729483842849731
APPQ80619273444,0.0034264586865901947
APPR70171181506,0.5153891444206238
APPU40937622821,0.0035658758133649826
APPV10152372903,0.10239699482917786
APPW80854596047,0.45495134592056274
APPX20730045102,0.15701790153980255
APPY70095057223,0.0014359711203724146
APPA70723537417,0.20410437881946564
APPB60633627527,0.16740667819976807
APPC30478072638,0.13675473630428314
APPD50010786702,0.0028360276482999325
APPE80613844816,0.0014750756090506911
APPF50610589929,0.37220054864883423
